Week_Ended,A_Note_ Issued,A1_Notes_in_Circulation,A2_Notes_Held_in_Banking_Department,B_Deposits,B1_Deposits_Central_Government,B2_Deposits_Market Stabilisation_Scheme,B3_Deposits_State_Governments,B4_Deposits_Scheduled_Commercial_Banks,B5_Deposits_Scheduled State_Cooperative_Banks,B6_Deposits_Other_Banks,B7_Deposits_Others,C_Other_Liabilities,D_Total_Liabilities_OR_Assets,D1_Foreign_Currency_Assets,D2_Gold,D3_Rupee_Securities,E_Loans_and_Advances,E1_Loans_Central_Government,E2_Loans_State_Governments,E3_Loans_NABARD,E4_Loans_Scheduled_Commercial_Banks,E5_Loans_Scheduled State_Cooperative_Banks,E6_Loans_Others,F_Investments,G_Other_Assets,A_Note_ Issued_ratio,A1_Notes_in_Circulation_ratio,A2_Notes_Held_in_Banking_Department_ratio,B_Deposits_ratio,B1_Deposits_Central_Government_ratio,B2_Deposits_Market Stabilisation_Scheme_ratio,B3_Deposits_State_Governments_ratio,B4_Deposits_Scheduled_Commercial_Banks_ratio,B5_Deposits_Scheduled State_Cooperative_Banks_ratio,B6_Deposits_Other_Banks_ratio,B7_Deposits_Others_ratio,C_Other_Liabilities_ratio,D_Total_Liabilities_OR_Assets_ratio,D1_Foreign_Currency_Assets_ratio,D2_Gold_ratio,D3_Rupee_Securities_ratio,E_Loans_and_Advances_ratio,E1_Loans_Central_Government_ratio,E2_Loans_State_Governments_ratio,E3_Loans_NABARD_ratio,E4_Loans_Scheduled_Commercial_Banks_ratio,E5_Loans_Scheduled State_Cooperative_Banks_ratio,E6_Loans_Others_ratio,F_Investments_ratio,G_Other_Assets_ratio,A,B,C,D,E,F,G,A_to_B,A_to_C,A_to_D,A_to_E,A_to_F,A_to_G,B_to_A,B_to_C,B_to_D,B_to_E,B_to_F,B_to_G,C_to_A,C_to_B,C_to_D,C_to_E,C_to_F,C_to_G,D_to_A,D_to_B,D_to_C,D_to_E,D_to_F,D_to_G,E_to_A,E_to_B,E_to_C,E_to_D,E_to_F,E_to_G,F_to_A,F_to_B,F_to_C,F_to_D,F_to_E,F_to_G,G_to_A,G_to_B,G_to_C,G_to_D,G_to_E,G_to_F
19-11-2021,2961043.62,2961030.22,13.4,2062380.84,100.31,,42.44,683603.8,7149.67,40808.33,1330676.29,1332116.7,6355541.16,4304053.49,300064.57,1545839.39,253544.26,,8630.72,21975.67,101927.79,0.01,121010.07,2063.61,9192.55,0.5,0.499997737284262,2.262715738041036e-06,0.49999999999999994,2.4318980775635985e-05,,1.0289079295364282e-05,0.16573170840745396,0.0017333534770425812,0.009893500077318405,0.322606829978114,1.0,0.5082197326316763,0.34417288140420654,0.023994610639519312,0.12361277532459777,0.5000000000000001,,0.017020144727393948,0.04333695032180969,0.2010059111572867,1.972042277746694e-08,0.23863697407308693,1.0,1.0,5922087.24,4124761.6800000006,1332116.7,12505498.610000001,507088.51999999996,2063.61,9192.55,1.4357404619798542,4.445621948887812,0.4735586660466631,11.678606409784233,2869.770567112972,644.2268184562499,0.6965047141048196,3.0963966445282165,0.32983584330669086,8.134204418589482,1998.8087283934467,448.70701600752795,0.22494040462666334,0.32295604045662096,0.10652247795499933,2.6269904512924094,645.527352552081,144.91264121489687,2.111670784843082,3.0318111881799674,9.387689989923556,24.66137196322252,6060.010665775026,1360.394951346471,0.08562665483462212,0.12293765297004987,0.3806637361426367,0.040549244441521706,245.7288538047402,55.16298741916008,0.0003484599122521539,0.0005002979953983668,0.0015491210342156961,0.00016501621121686727,0.004069526164780856,0.22448722062974913,0.0015522483252036656,0.002228625727535366,0.006900709224649762,0.0007350806462566148,0.018128097240300373,4.454596556519885
19-12-2008,641588.0,641579.0,9.0,362074.0,101.0,120050.0,41.0,209874.0,2651.0,10035.0,19322.0,306648.0,1310311.0,1154908.0,39177.0,88123.0,12020.0,,305.0,,11634.0,,81.0,2750.0,13333.0,0.5,0.4999929861531076,7.013846892398237e-06,0.5,0.0001394742511199368,0.16578102818760806,5.661826035561791e-05,0.28982197009451105,0.00366085385860349,0.013857664455332335,0.026682390892469494,1.0,0.5054200181368005,0.4454771594730839,0.015111557523782853,0.03399126486633271,0.5,,0.012687188019966721,,0.4839434276206323,,0.0033693843594009986,1.0,1.0,1283176.0,724148.0,306648.0,2592519.0,24040.0,2750.0,13333.0,1.7719803134165943,4.184524275390676,0.49495336389048644,53.376705490848586,466.6094545454545,96.24060601515038,0.5643403554929332,2.3614959171427827,0.27932215733038024,30.12262895174709,263.32654545454545,54.312457811445285,0.23897579131779273,0.423460397598281,0.11828187180113241,12.755740432612313,111.50836363636364,22.999174979374484,2.020392370181487,3.580095505338688,8.454380918838538,107.84188851913477,942.7341818181818,194.44378609465235,0.01873476436591707,0.03319763363290377,0.07839607628290418,0.009272834644606268,8.741818181818182,1.8030450761269032,0.00214311988378835,0.0037975662433646163,0.008967937178784795,0.0010607443957016322,0.11439267886855241,0.20625515637890948,0.010390624512927299,0.018411982081011063,0.0434798205108137,0.005142874555596314,0.5546173044925125,4.848363636363636
19-12-2014,1373301.3,1373289.17,12.13,417015.4,100.94,,42.47,344389.66,3478.38,18396.2,50607.74,842619.02,2632935.72,1877526.54,117658.04,528976.95,97375.01,,1406.79,,92448.2,,3520.02,1320.0,10079.18,0.5000000000000001,0.4999955836348513,4.416365148711358e-06,0.5000000059949825,0.00012102670693968025,,5.0921381451636814e-05,0.41292199775981886,0.004170565453584753,0.022056979455158963,0.06067850324806354,1.0,0.5105460673637675,0.3640665376244359,0.02281478015563891,0.10257261485615769,0.5,,0.007223567935962215,,0.4747018767956994,,0.018074555268338358,1.0,1.0,2746602.5999999996,834030.79,842619.02,5157097.25,194750.02,1320.0,10079.18,3.293166910540556,3.2596019491703374,0.5325869315340136,14.103221144726968,2080.7595454545453,272.5025845356467,0.3036590695719869,0.9898076950600997,0.16172485209581805,4.282571010775763,631.8415075757576,82.74788127605619,0.3067859252736454,1.0102972577307368,0.16339017457931398,4.326669748223903,638.3477424242425,83.59995753622815,1.8776277463656377,6.183341564644154,6.12031906186974,26.480599334469904,3906.891856060606,511.65841368047796,0.07090578738984665,0.23350459279806682,0.23112464278340167,0.03776349573396158,147.53789393939394,19.322010322268277,0.0004805937342373448,0.001582675383003546,0.0015665442728791002,0.00025595794223194065,0.006777919714719413,0.13096303469131418,0.0036696899653411823,0.012084901565804303,0.011961728563876946,0.001954428918322221,0.051754449113792136,7.635742424242425
20-01-2006,408583.0,408571.0,12.0,180051.0,17128.0,39703.0,41.0,105733.0,1885.0,5508.0,10053.0,126376.0,715012.0,591080.0,23770.0,83975.0,17700.0,,,2952.0,1835.0,9.0,1104.0,3973.0,6312.0,0.5,0.4999853151012157,1.4684898784335128e-05,0.5,0.047564301225763814,0.11025487223064576,0.00011385662951052757,0.29361958556186857,0.005234627966520597,0.015295666227902094,0.027917090157788628,1.0,0.505724492993181,0.418067995108347,0.01681240482460142,0.05939510707387061,0.75,,,0.12508474576271186,0.07775423728813559,0.00038135593220338984,0.04677966101694915,1.0,1.0,817166.0,360102.0,126376.0,1413837.0,23600.0,3973.0,6312.0,2.2692625978195067,6.466148635816928,0.5779775179175535,34.6256779661017,205.67983891266047,129.46229404309253,0.4406717851697207,2.8494492625181995,0.25469838460869254,15.258559322033898,90.63730178706267,57.05038022813688,0.1546515640640947,0.3509450100249374,0.08938512713983295,5.354915254237288,31.808708784293984,20.021546261089988,1.7301711035456688,3.926212573104287,11.187543520921693,59.908347457627116,355.86131386861314,223.99192015209127,0.028880300942525753,0.06553698674264515,0.18674431854149523,0.016692164655473015,5.940095645607853,3.738910012674271,0.004861925239180289,0.011032985098666489,0.031437931252769516,0.0028100834820421307,0.16834745762711864,0.6294359949302915,0.007724256760560278,0.017528366962693904,0.049946192314996515,0.0044644467502265115,0.26745762711864407,1.5887238862320665
20-01-2012,1026255.11,1026246.41,8.7,421246.51,100.32,,42.51,388258.03,3819.41,17533.73,11492.52,551333.88,1998835.5,1308003.46,141806.22,514363.02,27814.89,16177.0,524.76,,9104.88,20.0,1988.25,1320.0,5527.93,0.5,0.49999576128785367,4.238712146339519e-06,0.4999999940652328,0.00011907516908478161,,5.045739072761231e-05,0.460844204254129,0.004533461837660544,0.02081172113673154,0.013641086146433758,1.0,0.5043732940042869,0.33005318030883707,0.0357824694887081,0.12979105619816783,0.5,0.290797482930905,0.009433077031762485,,0.16366917144018903,0.0003595196673436422,0.03574074892979983,1.0,1.0,2052510.22,842493.03,551333.88,3963008.2,55629.78,1320.0,5527.93,2.4362340659364268,3.7228080741201683,0.5179172276252166,36.89588957569129,1554.9319848484847,371.29815681457615,0.41046959074337763,1.5280995066002474,0.21258927246226741,15.14464069424686,638.2522954545454,152.40660247144953,0.2686144383729305,0.6544076453665142,0.13912004522221275,9.910768656643977,417.6771818181818,99.73604586165165,1.9308104590095538,4.703906215105423,7.188036766396435,71.23896948720632,3002.2789393939397,716.9063645885531,0.0271032901361144,0.06602995872856063,0.1009003473539482,0.01403726088681825,42.143772727272726,10.06340167114996,0.0006431149463411685,0.0015667785405892318,0.002394193514826261,0.0003330803100533579,0.023728298044680386,0.2387873941963809,0.002693253337369497,0.00656139552869654,0.010026465270010252,0.001394882301782772,0.099369977734947,4.187825757575758
20-01-2017,962883.42,962869.0,14.56,1335566.47,101.0,486753.0,42.47,431998.0,3767.0,27211.0,385694.0,951536.0,3249986.0,2330601.0,126287.0,761761.0,20441.0,,1929.0,,15875.0,,2637.0,2320.0,8576.0,0.4999999636508463,0.49999247572517835,7.560623975388757e-06,0.5,3.781167102824916e-05,0.18222717136646893,1.5899620480888533e-05,0.1617283788204117,0.0014102630174595504,0.010187063171779089,0.1443934123323716,1.0,0.5024222266366861,0.3602925501284274,0.01952297509443646,0.11776224814045003,0.5,,0.047184580010762686,,0.38831270485788366,,0.06450271513135365,1.0,1.0,1925766.98,2671132.94,951536.0,6468635.0,40882.0,2320.0,8576.0,0.7209551240081671,2.0238508895091725,0.2977084006131123,47.10549826329436,830.0719741379311,224.55305270522388,1.387048883764743,2.8071801171999797,0.4129361047578044,65.33762878528448,1151.3504051724137,311.4660611007463,0.49410754773664256,0.3562293683518425,0.14709996776754292,23.275182231789053,410.1448275862069,110.95335820895522,3.3589915432032176,2.4216821645724607,6.79809802256562,158.2269703047796,2788.2047413793102,754.2718050373135,0.021228944324302414,0.015305116187889923,0.04296421785408014,0.006320035061492881,17.62155172413793,4.767024253731344,0.0012047148092652414,0.0008685453147082976,0.002438163138336332,0.00035865371906128573,0.056748691355608824,0.27052238805970147,0.004453290605283927,0.0032106226805768794,0.009012796152746716,0.001325782023564477,0.2097744728731471,3.696551724137931
20-01-2023,3249131.63,3249112.47,19.16,1341640.26,100.83,,42.47,861612.19,8451.76,49171.39,422261.61,1517021.49,6107793.37,4136211.67,354645.71,1406636.36,191125.53,,19058.18,0.01,96400.85,,75666.48,2063.6,17110.52,0.5,0.49999705151988566,2.948480114362126e-06,0.5000000018633908,3.75771372483155e-05,,1.582764077096062e-05,0.3211040317212307,0.003149786229394258,0.018325102357636104,0.15736767305032898,1.0,0.5087586255985843,0.3445325073945691,0.029540793714512008,0.11716807329233463,0.5000000130804089,,0.049857757094454024,2.6160817609264906e-08,0.2521925054228105,,0.19794969824150907,1.0,1.0,6498263.26,2683280.51,1517021.49,12005287.11,382251.05,2063.6,17110.52,2.421760690238085,4.2835670442611855,0.5412834529036099,16.999987992184717,3148.993632486916,379.78175181116643,0.4129227152917778,1.7687821350507038,0.22350823311546772,7.019681201660531,1300.291001163016,156.8205121761349,0.2334502973029751,0.565360753132739,0.12636278300552864,3.9686522509225286,735.133499709246,88.66016287056149,1.8474608721838701,4.474108117007864,7.913722507648853,31.406812643156897,5817.642522775732,701.6319264405757,0.058823570961327905,0.14245661181357444,0.2519747099957035,0.03184022560206809,185.23505039736384,22.34011882748157,0.000317561772651236,0.0007690586177290872,0.0013602971438459977,0.0001718909328108522,0.005398546321847906,0.12060416632574579,0.0026330912299788855,0.006376716834573513,0.011279022817270704,0.0014252487127731843,0.04476251929196794,8.291587516960652
20-02-2009,666963.0,666941.0,22.0,344499.0,100.0,101991.0,41.0,217679.0,2830.0,9614.0,12244.0,345561.0,1357024.0,1195508.0,43549.0,71630.0,30262.0,17820.0,,,7093.0,,5349.0,2750.0,13326.0,0.5,0.4999835073309914,1.6492669008625666e-05,0.5,0.00014513830228825048,0.14802800588680953,5.95067039381827e-05,0.31593560503804075,0.004107413954757488,0.0139535963819924,0.017770733732173388,1.0,0.5086847863205572,0.44813999717360686,0.016324481924766213,0.02685073458106969,0.5,0.29442865640076665,,,0.11719317956513119,,0.08837816403410217,1.0,1.0,1333926.0,688998.0,345561.0,2667711.0,60524.0,2750.0,13326.0,1.936037550181568,3.8601751933811976,0.5000264271504672,22.039620646355164,485.064,100.09950472760018,0.5165189073456848,1.9938534730481738,0.258273103795726,11.383880774568766,250.54472727272727,51.70328680774426,0.25905559978589515,0.5015413687703012,0.1295346459942625,5.709487145595136,125.65854545454546,25.931337235479514,1.9998942969849902,3.8718704553569094,7.719942354605989,44.07691163835834,970.0767272727272,200.18842863574966,0.04537283177627544,0.08784350607694072,0.1751470796762366,0.022687614962790197,22.008727272727274,4.541797988893892,0.0020615836260782085,0.003991303312926888,0.007958073972467958,0.0010308462948197912,0.04543652104950102,0.20636349992495873,0.009990059418588437,0.01934113016293226,0.038563379548039275,0.00499529371809765,0.2201771198202366,4.845818181818182
20-02-2015,1414061.01,1414047.91,13.1,473795.0,100.9,,42.49,343308.95,3350.03,19028.93,107963.71,808843.3,2696699.31,1938954.03,124646.27,525725.79,94499.74,,1418.73,,88281.4,,4799.61,1320.0,11553.48,0.5,0.49999536795092026,4.63204907969282e-06,0.4999999947234564,0.00010648064979072543,,4.4840067488681104e-05,0.3622969283941691,0.003535315869359999,0.020081395750468075,0.113935044545267,1.0,0.5101563284202154,0.36680755071665,0.02358033883075931,0.09945578203237541,0.5000000000000001,,0.007506528589390829,,0.46709863963646886,,0.02539483177414033,1.0,1.0,2828122.02,947590.01,808843.3,5286025.399999999,188999.47999999998,1320.0,11553.48,2.9845418273246676,3.496501757509767,0.53501862098506,14.963649741258548,2142.516681818182,244.78529585891005,0.3350598041027947,1.1715371939163,0.17926323433860158,5.013717550968924,717.8712196969697,82.01771327773105,0.28600014224280185,0.8535793871444466,0.15301540170427486,4.27960595447141,612.7600757575758,70.00862943459461,1.869093823610906,5.578388695760943,6.535289839206184,27.968465310063287,4004.5646969696963,457.52668460065706,0.0668286158317879,0.19945279921218248,0.23366637270779145,0.03575455388466351,143.18142424242424,16.35866249822564,0.0004667408232972918,0.0013930075096507191,0.0016319601089605366,0.0002497150316379486,0.006984146199767323,0.11425129052025884,0.0040852127023854505,0.012192488183787415,0.014283953393691954,0.0021856648664609142,0.06112969199703618,8.752636363636363
20-03-2009,682097.0,682086.0,11.0,331395.0,101.0,88077.0,41.0,219176.0,2723.0,9631.0,11646.0,394447.0,1407940.0,1220850.0,49440.0,101191.0,22344.0,,,,13730.0,,8614.0,2750.0,11366.0,0.5,0.49999193663071384,8.06336928618657e-06,0.5,0.00015238612531872842,0.1328882451455212,6.18597142382957e-05,0.33068694458274867,0.004108390289533638,0.014530997751927458,0.01757117639071199,1.0,0.5065587401116995,0.4392461595418614,0.01778787740324334,0.036407222943195726,0.5,,,,0.30724131757966344,,0.19275868242033656,1.0,1.0,1364194.0,662790.0,394447.0,2779421.0,44688.0,2750.0,11366.0,2.0582597806243306,3.4584975928324972,0.4908194908220093,30.527076620121733,496.0705454545455,120.02410698574697,0.4858473208355996,1.6803017895940393,0.2384633346297664,14.831498388829216,241.01454545454544,58.31339081471054,0.2891428931662212,0.5951311878573907,0.14191696759864733,8.826687253848908,143.43527272727272,34.70411754355094,2.0374089022529054,4.193516800193123,7.046373784057174,62.19613766559255,1010.6985454545454,244.538184057716,0.032757804241918674,0.0674240709727063,0.11329278711715389,0.01607816879846558,16.25018181818182,3.9317262009502025,0.002015842321546642,0.0041491271745198325,0.006971785816598935,0.00098941470183898,0.061537773003938416,0.2419496744677107,0.00833165957334514,0.01714871980566997,0.028815024578714,0.004089340909491581,0.2543412101682778,4.133090909090909
20-03-2015,1428917.62,1428906.44,11.19,592830.97,100.8,,2457.56,373074.01,3347.31,19479.14,194372.14,793790.74,2815539.34,1986665.79,122574.4,525761.14,165894.69,,3482.58,,158202.45,,4209.66,1320.0,13323.32,0.499999998250424,0.49999608619846087,3.915551115131637e-06,0.5000000042170536,8.50158021013629e-05,,0.002072732486232395,0.31465462503295516,0.0028231571878165975,0.01642891578715022,0.1639355494866905,1.0,0.5165614771937845,0.36448967364553214,0.022488484614866657,0.0964603645458167,0.5000000000000001,,0.010496357659187284,,0.47681589446895506,,0.012687747871857745,1.0,1.0,2857835.25,1185661.9300000002,793790.74,5450540.67,331789.37999999995,1320.0,13323.32,2.410328929090267,3.6002375764675714,0.5243214247954598,8.613401821360288,2165.0267045454543,214.49873229795577,0.4148811342431304,1.493670649269605,0.21753106742711456,3.5735379173378012,898.2287348484849,88.99147734948949,0.2777594474698988,0.6694916315648255,0.145635229247817,2.392453730737253,601.3566212121212,59.579049366073924,1.9072270418667416,4.597044513354662,6.866470462983733,16.427712876162584,4129.197477272727,409.0977826847963,0.11609814806504327,0.27983472489497907,0.41798091522206465,0.06087274640957774,251.35559090909086,24.90290558209215,0.00046188806720051477,0.0011133021703749902,0.0016629067756572722,0.000242177809490595,0.0039784275192894965,0.09907440487806343,0.004662032214768154,0.011237031115606451,0.016784423562310642,0.002444403373289571,0.040155956769924346,10.093424242424243
20-03-2020,2383288.68,2383277.72,11.0,1027740.8,100.82,,42.45,591162.6,6901.0,35274.89,394259.04,1300857.63,4711886.68,3309225.0,209238.0,998000.0,185080.02,,2339.13,,175754.0,,6986.89,1964.0,10681.0,0.49999999580411725,0.49999769646035747,2.307735525284872e-06,0.5,4.904933228300365e-05,,2.065209438021727e-05,0.2876029637044671,0.0033573640357568756,0.01716137473573103,0.19180859609738174,1.0,0.5105882246976146,0.358593368776637,0.022673393104453755,0.10814501342129464,0.49999999999999994,,0.006319239645640842,,0.47480543820991583,,0.018875322144443252,1.0,1.0,4766577.4,2055481.6,1300857.63,9228349.68,370160.04000000004,1964.0,10681.0,2.3189589242735136,3.664180683630999,0.5165146061088575,12.877071766039359,2426.9742362525462,446.26696002246985,0.4312279918081263,1.580097277824323,0.22273555633188796,5.552953798038275,1046.5792260692465,192.44280498080704,0.2729123060080803,0.6328724275615019,0.14096319224002357,3.5143113503013446,662.3511354378818,121.79174515494803,1.9360536723897526,4.489628941460726,7.094050468843389,24.9307020822669,4698.752382892057,863.9967868177137,0.07765740675898812,0.18008433643969377,0.2845507697871596,0.04011118486355407,188.4725254582485,34.65593483756203,0.0004120356883326808,0.00095549383657825,0.0015097732101552114,0.00021282245126194656,0.005305813128829356,0.18387791405299128,0.002240811195051611,0.005196349118376929,0.008210737096572206,0.0011574117117764007,0.028855086572824012,5.438391038696538
20-04-2007,513292.0,513276.0,16.0,281348.0,565.0,73523.0,41.0,182725.0,2513.0,8783.0,13198.0,159215.0,953854.0,825657.0,29573.0,83152.0,17760.0,,492.0,,5206.0,21.0,201.0,3973.0,5579.0,0.5,0.4999844143294655,1.558567053451057e-05,0.5,0.0010040945732686921,0.13066202709811336,7.286350000710863e-05,0.3247312936292421,0.004465999402874732,0.015608783428352077,0.023454938368141946,1.0,0.5040882849707965,0.436339336108181,0.01562860023802528,0.04394377868299726,0.75,,0.020777027027027026,,0.21984797297297298,0.0008868243243243244,0.008488175675675676,1.0,1.0,1026584.0,562696.0,159215.0,1892236.0,23680.0,3973.0,5579.0,1.8244025192999418,6.447784442420626,0.5425242940098381,43.35236486486487,258.39013340045307,184.008603692418,0.548124654192935,3.534189617812392,0.29737094104540873,23.7625,141.6300025169897,100.85965226743144,0.15509203338450628,0.28295029643004393,0.08414119591847952,6.723606418918919,40.0742511955701,28.538268506900877,1.843235429346259,3.3628033609622245,11.884784725057312,79.90861486486486,476.27384847722124,339.1711776303997,0.023066792391075647,0.04208311415044713,0.14872970511572403,0.01251429525703982,5.960231563050591,4.244488259544721,0.0038701168146006563,0.007060650866542503,0.024953678987532583,0.0020996323925768245,0.1677787162162162,0.7121347911812153,0.005434528494502155,0.00991476747657705,0.03504066827874258,0.00294836373475613,0.23559966216216216,1.404228542662975
20-04-2012,1094674.85,1094662.63,12.22,347236.26,100.93,,42.49,318582.44,3210.81,14450.23,10849.36,617876.73,2059787.84,1356634.73,138250.17,547759.83,7745.98,,1579.16,,3934.98,,2231.84,1320.0,8077.13,0.5,0.49999441843393033,5.581566069595917e-06,0.5,0.0001453333243480966,,6.11831264396178e-05,0.45874016728552486,0.004623379482315585,0.02080748997814917,0.015622446803222683,1.0,0.5020893835191056,0.33069031772044455,0.03369955938117954,0.13352073937927025,0.5,,0.10193416456019769,,0.25400143041939177,,0.1440644050204106,1.0,1.0,2189349.7,694472.52,617876.73,4102432.5700000003,15491.96,1320.0,8077.13,3.152536114747924,3.5433438317057195,0.5336710994374735,141.32167266117395,1658.5982575757578,271.05539962833336,0.31720493076094697,1.123966134798441,0.16928310414618222,44.82793139150889,526.1155454545454,85.98010927148628,0.28221929552871333,0.8897065214329862,0.1506122817272777,39.88370290137594,468.0884318181818,76.49706393236211,1.8738132925955135,5.9072640772020755,6.639564772086498,264.81042876433975,3107.903462121212,507.9072108533601,0.0070760555063451025,0.022307520533713845,0.02507289763121521,0.003776286321751779,11.736333333333333,1.9180030530646404,0.0006029187571085606,0.0019007231560436689,0.0021363484590202968,0.00032176031597760057,0.08520548723337784,0.16342438465147893,0.0036892827125789905,0.011630596988920454,0.01307239714303531,0.0019688635613576947,0.521375603861616,6.1190378787878785
20-04-2018,1863954.07,1863942.14,11.93,675754.48,100.69,,42.49,484859.44,3620.73,29083.0,158048.13,964059.0,3503767.07,2653912.0,139742.0,625610.0,58940.24,,,,52798.0,,6142.24,3370.0,22193.0,0.5,0.4999967998138494,3.200186150509599e-06,0.5,7.45019108123412e-05,,3.143893326463778e-05,0.3587541439606882,0.0026790277439226154,0.021518910240891042,0.11694197721042117,1.0,0.5061030399217896,0.38334538342610674,0.020185089245887206,0.09036648740621642,0.5,,,,0.44789434179433274,,0.0521056582056673,1.0,1.0,3727908.14,1351508.96,964059.0,6923031.07,117880.48,3370.0,22193.0,2.7583303184316295,3.866887960176711,0.5384791866895378,31.624473704212946,1106.2041958456973,167.97675573378993,0.3625381606103631,1.4018944483688238,0.19521925386938932,11.465078526996157,401.04123442136495,60.897984049024465,0.2586058893607824,0.7133204651488215,0.13925388897611865,8.178275147844664,286.07091988130566,43.439778308475645,1.8570819907595684,5.1224455589254845,7.181127991129174,58.729240583343405,2054.3118902077154,311.94660793944036,0.031621079590228314,0.08722138253526636,0.1222751719552434,0.01702729321999128,34.979370919881305,5.311606362366512,0.0009039922319545137,0.0024935091810268134,0.003495636677838182,0.00048678100183652647,0.028588278568258293,0.15184968233226692,0.005953204630197781,0.016420904823302097,0.023020375308980053,0.0032056767874652915,0.1882669632834885,6.585459940652819
20-05-2005,385689.0,385675.0,14.0,184458.0,101.0,69026.0,41.0,98661.0,1892.0,5436.0,9301.0,119376.0,689523.0,581887.0,19393.0,67977.0,15486.0,,27.0,5023.0,,22.0,90.0,3973.0,11132.0,0.5,0.4999818506620619,1.8149337938079645e-05,0.5,0.00027377505990523586,0.18710492361404765,0.0001111364104565809,0.2674348632208958,0.005128538745947587,0.01473506164004814,0.025211701308699,1.0,0.5074574250430534,0.42824224672132355,0.014272361971768793,0.05002796626385434,0.75,,0.0013076327005036806,0.24326811313444402,,0.0010654784967067028,0.0043587756683456024,1.0,1.0,771378.0,368916.0,119376.0,1358780.0,20648.0,3973.0,11132.0,2.090931268906743,6.461751105749899,0.5676989652482374,37.35848508330105,194.1550465643091,69.29374775422207,0.4782557967688993,3.090369923602734,0.27150532094967544,17.866912049593182,92.85577649131639,33.140136543298595,0.15475681183544254,0.3235858569430439,0.0878552819440969,5.781480046493607,30.046816008054368,10.723679482572763,1.7614969573931327,3.6831690682973903,11.38235491221016,65.80685780705153,342.0035237855525,122.0607258354294,0.026767680696104895,0.05596938056359713,0.17296609033641602,0.015195984633273967,5.197080291970803,1.8548329141214517,0.005150522830570745,0.010769389237658437,0.03328139659563061,0.0029239464814024346,0.19241573033707865,0.356899029823931,0.0144313164233359,0.030174890761040452,0.09325157485591744,0.008192643400697685,0.5391321193335916,2.8019129121570603
20-05-2011,987562.0,987544.0,18.0,357375.0,101.0,,42.0,339099.0,3738.0,2697.0,11698.0,387048.0,1744986.0,1246591.0,105582.0,358967.0,24390.0,20597.0,833.0,,2635.0,30.0,295.0,1320.0,88.0,0.5,0.4999908866481294,9.113351870566102e-06,0.5,0.00014130814970269326,,5.876180482686254e-05,0.4744302203567681,0.005229800629590766,0.0037733473242392446,0.01636656173487233,1.0,0.5048965228698259,0.36069026418597006,0.030549233448086095,0.1038639794961179,0.5,0.42224272242722427,0.017076670766707668,,0.0540180401804018,0.0006150061500615006,0.006047560475604756,1.0,1.0,1975124.0,714750.0,387048.0,3456126.0,48780.0,1320.0,88.0,2.7633774046869535,5.103046650544635,0.5714849516481748,40.490446904469046,1496.3060606060606,22444.590909090908,0.3618760138603956,1.8466701804427357,0.20680669628364243,14.652521525215253,541.4772727272727,8122.159090909091,0.195961367488826,0.5415152151101784,0.11198897262426197,7.934563345633457,293.2181818181818,4398.272727272727,1.7498273526117853,4.835433368310598,8.929450610776957,70.85129151291513,2618.2772727272727,39274.15909090909,0.024697183569234133,0.0682476390346275,0.12603087989086625,0.014114068757909867,36.95454545454545,554.3181818181819,0.0006683124705081807,0.0018467995802728227,0.003410429714143982,0.00038193051989423996,0.02706027060270603,15.0,4.4554164700545385e-05,0.00012311997201818817,0.00022736198094293214,2.5462034659616e-05,0.0018040180401804019,0.06666666666666667
20-05-2016,1722950.4,1722934.57,15.82,492946.89,100.65,,1611.42,403017.39,3464.27,22591.02,62162.13,1004681.35,3220578.63,2289691.04,133320.94,659226.0,116029.37,,2622.35,,108016.0,,5391.02,2320.0,19990.68,0.5000000014509994,0.49999540758687955,4.590962121112025e-06,0.5000000050715403,0.00010209010652334278,,0.0016344762985975659,0.40878378813571364,0.003513836992802987,0.022914253733442295,0.06305154966137984,1.0,0.510974510172207,0.36328060638273907,0.02115259704502175,0.10459228640003218,0.5,,0.01130037162142654,,0.4654683551242242,,0.023231273254349313,1.0,1.0,3445900.7899999996,985893.77,1004681.35,6302816.61,232058.74,2320.0,19990.68,3.49520495499226,3.429844487508402,0.5467239495010469,14.84926096728785,1485.3020646551722,172.37536642075204,0.28610625496272635,0.9812999614255804,0.15642114169017524,4.248466444314918,424.95421120689656,49.317670534469066,0.2915584084473889,1.0190563938749708,0.15940196457659583,4.32942689424238,433.05230603448274,50.257487489169954,1.8290766316577562,6.392997706030743,6.273448402321791,27.160436232653854,2716.731297413793,315.28775459364067,0.06734341878716713,0.23537905103102535,0.2309774536971349,0.03681825989222301,100.02531896551724,11.60834648946409,0.0006732637244614348,0.0023531947057541503,0.002309189873983428,0.0003680894024933402,0.009997468744336026,0.11605408120184006,0.005801292961774446,0.020276707905355768,0.019897532685363376,0.0031717058002739508,0.086144913137079,8.616672413793104
