Week_Ended,A_Note_Issued,A1_Notes_in_Circulation,A2_Notes_Held_in_Banking_Department,B_Deposits,B1_Deposits_Central_Government,B2_Deposits_Market Stabilisation_Scheme,B3_Deposits_State_Governments,B4_Deposits_Scheduled_Commercial_Banks,B5_Deposits_Scheduled State_Cooperative_Banks,B6_Deposits_Other_Banks,B7_Deposits_Others,C_Other_Liabilities,D_Total_Liabilities_OR_Assets,D1_Foreign_Currency_Assets,D2_Gold,D3_Rupee_Securities,E_Loans_and_Advances,E1_Loans_Central_Government,E2_Loans_State_Governments,E3_Loans_NABARD,E4_Loans_Scheduled_Commercial_Banks,E5_Loans_Scheduled State_Cooperative_Banks,E6_Loans_Others,F_Investments,G_Other_Assets
04-12-2015,1538845.13,1538830.49,14.64,486964.13,100.95,,42.46,377150.94,3421.63,20918.74,85329.41,933714.33,2959523.59,2220501.97,117218.68,521918.84,83253.67,,1145.1,,77953,,4155.57,1320,15310.44
27-11-2015,1533590,1533575,14.86,518840.34,100.71,,42.48,387045,3313.36,21157.8,107181,928751.46,2981180,2207197,121913.6,524970.43,110366.73,,256.96,,104322,,5787.77,1320,15415.08
20-11-2015,1545324.41,1545309.51,14.9,510320.93,100.19,,42.46,379026.55,3307.91,20822.77,107021.05,912527,2968171.87,2191932,121913.59,524884.12,113000.63,,1390.64,,106099,,5510.99,1320,15121.85
13-11-2015,1561237.03,1561223.31,13.72,500229.19,100.94,,42.48,370878.48,3341.37,20853.35,105012.56,913652.39,2975118.61,2194227.65,121913.59,524798.29,117506,,1056.33,,110946,,5503.67,1320,15353.08
06-11-2015,1520943.43,1520928.67,14.76,482228.91,100.29,,42.48,376189.92,3389.1,21004.6,81502.52,896035,2899206.84,2178337,121913.59,524712.62,57589.19,,2393.52,,49802,,5393.67,1320,15334.38
30-10-2015,1495166.85,1495150.83,16.01,520224.21,100.59,,42.45,375507.74,3427.54,20984.74,120161.15,893163.32,2908554.38,2176691.75,119333.02,526337.19,69671.73,,3432.07,,60800,,5439.67,1320,15201
23-10-2015,1507290.06,1507275.21,14.86,499630.56,100.59,,42.48,370149.95,3449.17,20778.23,105110.14,882498.28,2889418.91,2155112.77,119333.02,525240.43,73387.02,,2186.35,,66242,,4958.67,1320,15025.68
16-10-2015,1490501.06,1490488.14,12.92,508292.37,100.89,,42.46,377870.28,3322.28,20797.15,106159.31,897043.9,2895837.33,2170467.82,119333.02,525155.02,64288.34,,1864.67,,57384,,5039.67,1320,15273.13
09-10-2015,1481553.24,1481537.8,15.44,513532.24,100.58,,42.48,369150.13,3275.68,20730.25,120233.12,889029.73,2884115.21,2161809.69,119333.02,526012.35,58485.75,,4695.59,,48908,,4882.17,1320,17154.39
02-10-2015,1457058.77,1457043.05,15.73,530021.79,100.01,,42.45,386713.05,3343.34,20740.22,119082.72,900094.28,2887174.85,2170912.07,119333.02,528235.74,50707.33,,759.16,,44695,,5253.17,1320,16666.69
25-09-2015,1471625.4,1471608.5,16.9,532865.58,135.64,,46.72,374245.53,3248.76,20604.62,134584.31,907751.86,2912242.83,2182884.85,119584.89,523396.87,66833.02,,2771.85,,58813,,5248.17,1320,18223.21
18-09-2015,1479236.11,1479221.82,14.29,534950.06,100.55,,42.47,379990.27,3244.82,20710.66,130861.3,914702.81,2928888.98,2190761.57,119584.89,523311.19,73614.08,,4295.74,,64036,35.17,5247.17,1320,20297.26
11-09-2015,1478682.11,1478670.28,11.82,483654.46,100.91,,42.47,360807.35,3169.45,20475.77,99058.52,925857.63,2888194.19,2200943.63,119584.89,523225.66,22404.67,,1732.33,,16067,35.17,4570.17,1320,20717
04-09-2015,1469432.18,1469416.63,15.55,522441.49,100.42,,42.49,367126.86,3280.67,20690.11,131200.95,913036.28,2904909.96,2185970.87,119584.89,525193.28,51192.67,35927,2321.33,,9384,35.17,3525.17,1320,21648.25
28-08-2015,1458081.21,1458066.71,14.5,507670.35,100.99,,42.47,367713.01,3274.06,20443.2,116096.61,911765.44,2877516.99,2186520.75,116810.23,529532.74,21279.2,,2273.03,,14198,35,4773.17,1320,22054.07
21-08-2015,1466348.52,1466334.49,14.03,520381.46,100.5,,42.47,368894.09,3216.65,20474.18,127653.57,917917.61,2904647.58,2201391.84,116810.23,531189.82,31328.38,,2099.93,,24983,35,4210.45,1320,22607.31
14-08-2015,1474201.69,1474186.86,14.84,520257.5,100.06,,42.48,360857.19,3188.91,20280.06,135788.8,889150.43,2883609.62,2173604.59,116810.23,532661.33,35923.77,,2332.98,,29758,35,3797.79,1320,23289.7
07-08-2015,1468202.19,1468188.08,14.1,472076.33,100.7,,42.5,368409.82,3250.57,20462.88,79809.86,907904.46,2848183.19,2126216.86,116810.23,534525.19,45940.24,12345,1986.04,,27833,35,3741.21,1320,23370.45
31-07-2015,1455027.54,1455016.75,10.79,492311.35,100.75,,42.47,365724.99,3336.7,20376.34,102730.1,901952.89,2849291.54,2130362.38,116810.04,538341.3,35285.23,,1938.52,,29285.5,,4061.21,1320,24658.67
24-07-2015,1467609.49,1467594.38,15.11,498937.19,100.98,,42.47,369273.28,3275.76,20299.57,105945.13,866960.25,2833506.93,2125334.98,121607.84,507363.43,52619.98,,2942.27,,46317.5,,3360.21,1320,25260.71
17-07-2015,1482374.06,1482362.28,11.79,482310,100.81,,69.91,362579.28,3196.33,20030.05,96333.63,854368.22,2819052.28,2111070.85,121607.84,508598.24,50540.29,,2513.63,,43769.5,,4257.16,1320,25915.06
10-07-2015,1482111.36,1482096.2,15.16,487847.6,100.94,,42.46,363043.94,3295,20096.33,101268.93,859718.2,2829677.16,2113906.88,121607.84,517207.6,47034.67,,2922.02,,40989.5,,3123.16,1320,28600.16
03-07-2015,1470390.68,1470377.31,13.36,523474.1,100.11,,42.47,360320.53,3238.38,20010.06,139762.56,862117.68,2855982.46,2115517.53,121607.84,518582.71,68466.6,7416,1511.94,,56083.5,,3455.16,1320,30487.78
26-06-2015,1477451.11,1477434.56,16.55,523318.67,100.98,,42.48,365213.69,3252.09,19906.42,134803,867834,2868603.47,2124583.83,123316.29,519590.29,83152.44,,875.15,,77204.5,,5072.79,1320,16640.62
19-06-2015,1496491.09,1496477.1,13.98,496433.46,100.94,,42.46,367800.24,3308,20251.2,104930.62,883054.25,2875978.81,2132648.68,123316.29,520115.11,82244.08,,3577.79,,74271.5,,4394.79,1320,16334.65
12-06-2015,1506623.01,1506606.52,16.49,481826.55,100.35,,42.48,361679.58,3291.4,20086.27,96626.47,880389.57,2868839.13,2131815.99,123316.29,520115.11,76587.35,,1133.06,,70251.5,,5202.79,1320,15684.39
05-06-2015,1501901.53,1501890.54,10.98,471407.6,100.12,,42.49,355275.59,3229.84,19771.28,92988.28,863530.49,2836839.61,2117637.76,123316.29,520988.48,58246.08,,667.94,,53796.35,,3781.79,1320,15331.01
29-05-2015,1491906.67,1491893.58,13.09,527618.6,100.81,,42.47,370886.91,3272.18,19952.28,133363.95,855547.66,2875072.93,2112228.94,122932.67,520989.21,102285.81,,349.67,,96766.35,,5169.79,1320,15316.31
22-05-2015,1500492.03,1500480.7,11.34,522493.67,100.75,,42.47,361631.72,3273.83,19749.2,137695.7,857129.72,2880115.43,2100339.75,122932.67,520992.71,119537.77,,678.77,,113943.3,,4915.7,1320,14992.53
15-05-2015,1505295.52,1505282.56,12.96,520224.83,100.88,,42.46,360523.42,3300.14,19858.53,136399.4,877340.62,2902860.97,2115112.47,122932.67,521013.72,127530.31,,1367.73,,121219.3,,4943.28,1320,14951.8
08-05-2015,1496375.2,1496361.64,13.56,528144.17,100.28,,42.47,354157.89,3313.98,19931.23,150598.32,875646.07,2900165.44,2118557.34,122932.67,521009.2,121576.57,,923.48,,116527.3,35.01,4090.78,1320,14769.66
01-05-2015,1474286.41,1474274.77,11.64,550455.37,137.1,,758.23,398657.64,3463.25,20552.35,126886.8,858087.41,2882829.19,2102489.3,122932.67,521010.83,120348.89,,1067.31,,114443.3,35.01,4803.28,1320,14727.5
24-04-2015,1472762.94,1472751.03,11.91,518332.35,100.24,,42.47,373224.12,3255.5,20104.89,121605.14,836175.72,2827271.01,2050720.86,119160.12,521345.81,120081.07,,1732.74,,113089.95,,5258.38,1320,14643.15
17-04-2015,1474616.62,1474602.73,13.89,492412.95,100.72,,42.45,359863.33,3269.95,20009,109127.5,796848.52,2763878.08,2010544.33,119160.12,523191.8,95797.31,,474.98,,90201.95,,5120.38,1320,13864.53
10-04-2015,1456695.87,1456683.47,12.4,495361.71,100.96,,42.46,352106.79,3198.7,19766.92,120145.88,779467.33,2731524.91,1994016.96,119160.12,524146.06,79022.21,,2352.13,,71178.7,,5491.38,1320,13859.56
03-04-2015,1429362.96,1429352.81,10.15,681662.61,54.27,,810.4,368198.22,4203.9,21618.69,286777.12,799385.16,2910410.73,2016485.47,119160.12,525616.37,234230.62,,794.19,,219844.7,,13591.73,1320,13598.15
27-03-2015,1426506.35,1426494.58,11.77,595369.39,100.87,,2140.11,357355.77,3510.2,20086.71,212175.74,800215.07,2822090.81,2001869.33,122574.4,525758.85,156925.71,,5759.73,,140393.45,,10772.53,1320,13642.52
20-03-2015,1428917.62,1428906.44,11.19,592830.97,100.8,,2457.56,373074.01,3347.31,19479.14,194372.14,793790.74,2815539.34,1986665.79,122574.4,525761.14,165894.69,,3482.58,,158202.45,,4209.66,1320,13323.32
13-03-2015,1433508.73,1433497.03,11.7,527692.85,100.64,,42.47,360266.14,3532.89,19272.82,144477.89,783319,2744520.58,1963458.41,122574.4,524774.32,119150.46,,297.1,,114258.7,,4594.66,1320,13242.99
06-03-2015,1423295.51,1423284.41,11.1,498153.95,320.37,,346.07,366592.79,3570.27,19319.93,108004.53,783925.53,2705374.99,1962327.7,122574.4,525147.3,81169.85,,1931.24,,75210.7,,4027.91,1320,12835.74
27-02-2015,1406424.28,1406411.92,12.36,517244.5,100.72,,42.5,359613.4,3337.73,19106.71,135043.46,788413.66,2712082.44,1949788.63,124646.27,525725.79,97757.46,,561.45,,92502.4,,4693.61,1320,12844.3
20-02-2015,1414061.01,1414047.91,13.1,473795,100.9,,42.49,343308.95,3350.03,19028.93,107963.71,808843.3,2696699.31,1938954.03,124646.27,525725.79,94499.74,,1418.73,,88281.4,,4799.61,1320,11553.48
13-02-2015,1413663.2,1413650.2,13,494734.5,100.97,,42.46,348820.28,3333.61,19051.26,123385.92,803430.87,2711828.56,1929121.65,124646.27,525522.81,119881.03,,2419.27,,112703.4,,4758.36,1320,11336.81
06-02-2015,1402440.7,1402431.65,9.04,463372.72,100.31,,42.47,363228.45,3321.46,19071.34,77608.7,788591.57,2654404.99,1903569.29,124646.27,526197.15,87579.88,,1268.12,,81968.4,,4343.36,1320,11092.4
30-01-2015,1386232.13,1386222.02,10.1,470961.5,100.17,,42.47,342132.01,3602.76,19019.1,106064.98,780864.18,2638057.81,1894030.21,122722.81,526480.51,82467.44,,735.74,,77064.6,,4667.1,1320,11036.85
23-01-2015,1391258.09,1391245.23,12.86,468002.3,100.3,,42.46,348667.15,3322.59,18966.83,96902.97,770459.3,2629719.7,1850957.5,122722.81,526480.51,117351.76,,2929.96,,109786.7,,4635.1,1320,10887.11
16-01-2015,1393518.62,1393506.31,12.31,427063.11,100.66,,42.43,343895.49,3327.52,18836.85,60860.16,799055.13,2619636.86,1862060.14,122722.81,526490.39,96183.53,,2672.09,,88915.2,,4596.24,1320,10860
09-01-2015,1381078.91,1381067.11,11.8,410370.47,100.01,,42.47,341772.6,3382.73,18764.25,46308.42,816118.27,2607567.65,1854026.65,122722.81,527842.27,90805.08,,1869.64,,84124.2,,4811.24,1320,10850.84
02-01-2015,1359173.64,1359163.4,10.23,417230.4,100.83,,42.48,339828.59,3373.79,18830.05,55054.65,842845.21,2619249.24,1876344.87,122722.81,528977.97,79463.44,,,,74698.2,,4765.24,1320,10420.16
26-12-2014,1371014.38,1371001.74,12.64,420446.62,100.94,,42.49,345848.29,3352.4,18756.53,52345.98,855603.01,2647064.01,1891256.43,117658.04,528976.95,97466.61,,935.39,,92071.2,,4460.02,1320,10385.98
19-12-2014,1373301.3,1373289.17,12.13,417015.4,100.94,,42.47,344389.66,3478.38,18396.2,50607.74,842619.02,2632935.72,1877526.54,117658.04,528976.95,97375.01,,1406.79,,92448.2,,3520.02,1320,10079.18
12-12-2014,1375656.3,1375645.72,10.57,404044.92,100.81,,42.47,347369.12,3294.48,18499.24,34738.8,832958.88,2612660.1,1839902.21,117658.04,529544.14,114279.7,34258,1933.22,,74577.2,,3511.28,1320,9956.01
05-12-2014,1365392.17,1365381.2,10.97,408758.72,100.95,,42.49,350383.94,3302.17,18173.59,36755.59,812856.02,2587006.91,1809189.3,117658.04,531061.38,118029.95,49144,3918.94,,62349.5,,2617.51,1320,9748.25
28-11-2014,1350754.14,1350742.1,12.04,409367.48,100.84,,42.47,349829.6,3313.79,18349.88,37730.91,825353.59,2585475.2,1817814.09,121209.5,545173.89,90209.34,10560,1098.68,,75636.5,,2914.16,1320,9748.38
21-11-2014,1357375.42,1357363.21,12.21,390380.98,100.16,,42.48,338996.04,3281.89,18324.24,29636.17,824366.64,2572123.04,1805780.45,121209.51,547921.11,85576.36,17728,1865.59,,62266.75,,3716.02,1320,10315.61
14-11-2014,1364405.7,1364394.05,11.64,391250.56,100.14,,42.48,336791.72,3307.39,18288.76,32720.07,823092.88,2578749.14,1804617.68,121209.51,549735.44,91478.7,32087,1733.93,,53932.75,,3725.02,1320,10387.81
07-11-2014,1360405.47,1360394.95,10.52,401514.22,100,,42.47,337541.06,3295.92,18248.53,42286.24,818417.84,2580337.53,1798744.44,121209.51,551112.68,93762.4,46160.04,1739.34,,43024,,2839.02,1320,14188.5
31-10-2014,1348575.46,1348564.06,11.41,413317.13,100.54,,42.47,340038.64,3309.38,18445.07,51381.04,821685.61,2583578.21,1800300.88,121209.51,565127.1,80270.4,,742.88,,73102.5,,6425.02,1320,15350.32
24-10-2014,1365267.46,1365253.4,14.06,418239.99,100.32,,221.88,370384.37,3611.9,18518.05,25403.47,822496.06,2606003.52,1783396.53,123309.55,565155.43,116720.44,,845.17,,108410.25,,7465.02,1320,16101.57
17-10-2014,1346237.13,1346224.11,13.02,390292.98,100.52,,42.48,333907.13,3382.5,18212.06,34648.29,832600.39,2569130.51,1790018.94,123309.55,557735.68,78486.08,,1530.81,,70540.25,,6415.02,1320,18260.26
10-10-2014,1343201.75,1343188.57,13.17,401958.56,100.82,,42.46,332591.44,3331.7,18061.96,47830.19,815943.41,2561103.71,1772682.64,123309.55,575872.04,66141.62,,2128.07,,57031,35.53,6947.02,1320,21777.87
03-10-2014,1321314.04,1321302.41,11.63,464253.48,100.81,,42.49,346652.62,3387.06,18261.93,95808.58,826474.6,2612042.12,1779796.78,123309.55,579022.92,106696.59,25786,343.09,,71921,35.48,8611.02,1320,21896.29
26-09-2014,1316084.36,1316074.37,9.99,403132.91,100.26,,42.46,337925.64,3383.86,18039.04,43641.65,835997.85,2555215.11,1786408.95,126592.21,538291.61,84439.21,,751.33,,74516,35.25,9136.63,1320,18163.14
19-09-2014,1325600.6,1325587.56,13.04,403647,14888.48,,42.47,336333.92,3307.25,17962.55,31112.34,824691.92,2553939.52,1775328.13,126592.21,536995.69,92596.52,,562.08,,84705.3,35.25,7293.89,1320,21106.97
12-09-2014,1334244.63,1334230.95,13.67,386438.18,100.17,,42.46,335128.01,3403.57,17781.85,29982.1,826636.06,2547318.86,1773913.51,126592.21,565200.99,58360.33,,505.93,,52936,35.25,4883.15,1320,21931.83
05-09-2014,1329674.14,1329659.91,14.23,395379.98,100.06,,42.54,332417.39,3376.25,17796.19,41647.55,824832.62,2549886.74,1773298.88,126592.21,585724.66,39812.62,707,1669.78,,32718.65,35.25,4681.94,1320,23138.38
29-08-2014,1320676,1320663.57,12.44,414140.57,4782.26,,218.23,359539.46,3470.63,18075.09,28054.9,833611.64,2568428.22,1780495.81,127563.59,539694.05,98664.5,,716.33,,87184.65,35.01,10728.51,1320,20690.27
22-08-2014,1332034.77,1332021.85,12.92,400721.06,24390.64,,42.48,328442.76,3409.84,17898.85,26536.48,832326.5,2565082.32,1779057.16,127563.59,539693.83,95036.58,,1034.42,,84031.65,35.01,9935.51,1320,22411.16
15-08-2014,1343297.18,1343284.49,12.69,416439.96,34507.25,,42.49,335301.7,3474.04,17963.97,25150.51,853906.92,2613644.05,1799976.01,127563.59,539694.33,121588.24,,808.12,,111650,35.01,9095.11,1320,23501.89
08-08-2014,1337392.59,1337379.91,12.68,373785.35,100.88,,42.5,326063.8,3418.19,17815.37,26344.61,918811.11,2629989.05,1812616.26,127563.59,554242.48,110510.13,,620.26,,100693.75,35.01,9161.11,1320,23736.59
01-08-2014,1327480.88,1327468.53,12.35,387438.56,100.61,,42.46,332579.07,3497.53,17932.33,33286.56,902058.68,2616978.12,1798199.76,127563.59,539406.62,125158.3,,,,115584.85,35.01,9538.44,1320,25329.85
25-07-2014,1330795.8,1330783.78,12.02,397703.03,10998.64,,42.46,337131.08,3537.7,17639.83,28353.33,885351.54,2613850.38,1786392.1,124001.97,538811.52,136064.63,,263.84,,125473.35,,10327.44,1320,27260.16
18-07-2014,1343434.43,1343422.36,12.07,375137.99,100.43,,42.47,330274.27,3451.84,17580.06,23688.93,891110.64,2609683.06,1774759.79,124001.97,559796.98,121721.99,,1026.7,,110634.85,,10060.44,1320,28082.33
11-07-2014,1349557.19,1349544.57,12.62,372349.64,100.06,,42.47,328273.22,3549.64,17372.73,23011.53,888684.22,2610591.05,1765745.93,124001.97,567329.89,120722.07,,779.78,,109934.85,,10007.44,1320,31471.18
04-07-2014,1342083.92,1342071.69,12.23,367318.82,100.99,,42.51,324416.05,3548.22,17189.67,22021.39,880345.03,2589747.77,1751772.4,124001.97,645016.32,34513.23,18250,143.99,,8955.3,,7163.94,1320,33123.85
27-06-2014,1341419.16,1341406.15,13.01,374477.31,100.66,,42.47,338489.56,3502.12,17247.39,15095.1,866118.54,2582015,1747665.57,122732.57,663897.62,30474.88,,581.16,,22949.4,,6944.32,1320,15924.36
20-06-2014,1356973.99,1356960.59,13.39,362459.67,100.88,,42.47,326916.99,3437.61,16986.13,14975.6,867262.28,2586695.94,1747844.74,122732.57,670675.39,28074.99,,1646.69,,19823.4,,6604.9,1320,16048.25
13-06-2014,1365741.18,1365727.98,13.2,379795.55,100.77,,42.44,343392.11,3764.82,17278.07,15217.33,841123.62,2586660.34,1716467.5,122732.57,678000.47,51322.93,24830,832.88,,19044.4,,6615.65,1320,16816.87
06-06-2014,1360740.9,1360728.51,12.39,366927.26,100.51,,42.46,330761.69,3716.33,17251.82,15054.45,830259.9,2557928.06,1702681.37,122732.57,661406.1,52815.42,34849,1247.91,,12234.1,,4484.4,1320,16972.6
30-05-2014,1348044.65,1348032.49,12.16,371206.95,100.53,,42.5,334466.74,3482.47,17378.75,15735.96,827869.75,2547121.35,1695975.15,126502.13,654794.6,53562.03,14704,409.78,,31249.85,35,7163.4,1320,14967.44
23-05-2014,1354041.76,1354030.51,11.26,361764.22,100.72,,42.47,323159.64,3614.7,17250.29,17596.39,809958.69,2525764.67,1681738.28,126502.13,661147.45,39219.93,,635.83,,31178.85,35,7370.25,1320,15836.88
16-05-2014,1361524.74,1361512.03,12.71,361010.58,100.6,,42.48,323777.08,3563.6,17215.25,16311.58,823475.28,2546010.59,1705894.29,126502.13,649483.22,46696.54,,664.89,,39195.85,35,6800.8,1320,16114.41
09-05-2014,1353597.82,1353586.45,11.38,360078.38,100.78,,42.48,323295.44,3485.21,17200.64,15953.83,858435,2572111.2,1732880.4,126502.13,651278.42,41927.11,,1152.99,,34149.47,35,6589.65,1320,18203.13
02-05-2014,1331582.25,1331573.51,8.74,367740.39,100.8,,42.48,330859.47,3662.53,17367.65,15707.47,862949.35,2562271.98,1725900.6,126502.13,638458.45,49551.79,,176.57,,41466.47,,7908.75,1320,20539.01
25-04-2014,1324694.41,1324683.79,10.62,369132.75,100.28,,42.46,332113.18,3534.05,17335.6,16007.18,886612.79,2580439.95,1735906.56,129615.85,641601.55,57251.19,,2080.76,,47247.67,,7922.75,1320,14744.8
18-04-2014,1327623.58,1327610.69,12.89,363261.88,100.27,,82.9,326623.77,3410.78,17009.2,16034.96,864719.82,2555605.28,1712024.17,129615.85,654861.26,41677.18,,1944.51,,31868.92,,7863.75,1320,16106.82
11-04-2014,1313397.86,1313386.8,11.06,368164.54,6037.29,,42.44,324979.21,3394.03,16848.9,16862.67,863863.34,2545425.74,1708915.56,129615.85,639683.11,48243.11,,1638.43,,39414.42,,7190.26,1320,17648.11
04-04-2014,1288785.23,1288775.57,9.66,378024.93,15045.4,,42.47,326598.15,3448.4,16948.63,15941.88,856890.91,2523701.08,1693839.01,129615.85,632124.27,47464.49,,2839.59,,37188.42,,7436.48,1320,19337.45
28-03-2014,1283527.89,1283511.01,16.88,472136.34,53425.1,,42.47,380571,3904.17,18041.3,16152.31,856795.38,2612459.61,1673216.71,130214.77,738225.57,51381.51,,1488.33,,42178.32,,7714.86,1320,18101.05
21-03-2014,1290362.81,1290349.33,13.48,414457.11,62103.58,,42.48,316344.43,3355.17,16537.56,16073.88,875999.7,2580819.62,1663977.34,130214.77,716916.52,50062.91,,1034.17,,41613.47,,7415.26,1320,18328.07
14-03-2014,1290329.72,1290319.22,10.5,411220.81,6572.89,,42.48,368988.92,3542.62,16519.6,15554.31,893718.55,2595269.08,1667082.66,130214.77,741275.13,34962.25,,160.37,,28105.47,,6696.41,1320,20414.26
07-03-2014,1282497.94,1282486.9,11.04,356936.05,100.19,,42.44,321676.66,3357.99,16472.48,15286.3,878292.71,2517726.7,1641430.94,130214.77,686940.32,37656.88,,,,31103.97,,6552.91,1320,20163.79
28-02-2014,1271214.61,1271201.38,13.23,365361.75,100.82,,42.5,330254.07,3359.43,16351.89,15253.03,901459.17,2538035.53,1662610.98,130214.77,679355.01,42938.88,,314.01,,35873.97,,6750.9,1320,21595.88
21-02-2014,1274783.89,1274770.83,13.06,371106.21,24051.14,,42.45,312004.68,3331.73,16342.71,15333.51,896706.33,2542596.43,1664807.41,125426.51,682456.54,47728.51,,451.69,,40503.97,,6772.85,1320,20857.45
14-02-2014,1279082.59,1279069.16,13.42,389441.17,39328.43,,42.48,315313.9,3424.55,16211.56,15120.25,903160.33,2571684.08,1670250.89,125426.51,698926.83,53735.92,,324.05,,45736.97,,7674.9,1320,22023.92
07-02-2014,1270767.89,1270757.67,10.22,375442.23,25454.16,,42.46,315189.21,3352.6,16194.26,15209.53,895141.24,2541351.35,1662466.81,125426.51,681596.93,48522.24,,643.01,,40639.47,,7239.75,1320,22018.86
31-01-2014,1254653.48,1254641.06,12.42,385777.01,32059.49,,42.47,318956.43,3434.24,16179.97,15104.41,891316.83,2531747.32,1658879.73,125426.51,676089.11,46699.89,,236.07,,38653.22,,7810.6,1320,23332.07
24-01-2014,1262160.36,1262145.33,15.02,380887.3,21803.59,,42.47,323332.62,3223.11,16146.14,16339.37,881499.55,2524547.21,1660138.08,122088.81,680826.74,37910.51,,1070.14,,29803.97,,7036.4,1320,22263.07
17-01-2014,1270996.7,1270982.06,14.64,376172.51,21906.26,,42.46,318840.25,3245.89,16015.62,16122.03,857246.73,2504415.94,1637384.7,122088.81,670059.89,51013.08,,535.51,,43392.97,,7084.6,1320,22549.47
10-01-2014,1260035.64,1260025.58,10.06,364262.87,7980.09,,42.46,320513.71,3338.47,16034.65,16353.5,880085.61,2504384.12,1660465.89,122088.81,645969.77,49633.78,,1973.96,,41428.47,,6231.35,1320,24905.88
03-01-2014,1242426.76,1242416.6,10.15,347693.57,100.86,,42.48,312120.92,3199.8,15929.25,16300.27,888518.12,2478638.45,1671918.56,122088.81,631856.78,25208.6,,720.63,,18233.97,,6254,1320,26245.7
27-12-2013,1251679.71,1251667.52,12.19,410128.94,50930.94,,42.43,323641.44,3195.64,15842.67,16475.81,893077.46,2554886.1,1673024.6,128552.72,676445.6,49738.1,,770.12,,42745.63,,6222.35,1320,25805.08
20-12-2013,1257819.32,1257806.2,13.13,392660.95,43874.77,,42.46,313296.8,3182.68,15769.07,16495.17,896419.91,2546900.18,1676922.27,128552.72,673393.85,40504.01,,342.13,,35154.63,,5007.25,1320,26207.32
13-12-2013,1261547.08,1261533.11,13.97,379153.25,100.48,,42.45,343756.58,3148.44,15793.08,16312.23,889613.22,2530313.56,1674401.25,128552.72,675408.91,23345.42,,773.19,,18245.13,,4327.1,1320,27285.26
06-12-2013,1255740.96,1255725.21,15.76,354726.85,100.66,,42.46,319204.19,3183.02,15757.35,16439.17,876385.06,2486852.88,1663200.95,128552.72,648869.34,17012.47,4172,,,11047.87,,1792.6,1320,27897.39
29-11-2013,1245038.08,1245025.33,12.75,368927.9,100.97,,42.48,327868.38,3186.08,15748.68,21981.32,895702.64,2509668.62,1651502.41,130356.95,658347.23,41870.32,,,,39100.72,,2769.6,1320,26271.71
22-11-2013,1254375.44,1254363.05,12.39,351107.06,100.42,,42.46,313962.06,3208.35,15669.09,18124.67,911890.04,2517372.54,1636185.53,130356.94,677602.58,45337.29,,,,42737.24,,2600.05,1320,26570.19
15-11-2013,1263725.97,1263713.09,12.88,351637.9,102.88,,398.42,314218.19,3338.71,15630.34,17949.36,914531.77,2529895.65,1619836.6,130356.89,693213.12,58211.09,14726,,,40782.24,,2702.85,1320,26957.94
08-11-2013,1260317.81,1260306.77,11.04,355249.37,100.48,,42.45,316952.83,3232.74,16363.61,18557.27,901817.34,2517384.52,1602093.09,130356.89,696090.17,58406.91,11486,,,44263.36,,2657.55,1320,29117.46
01-11-2013,1235916.4,1235906.51,9.89,373211.4,100.84,,42.46,335482.01,3336.35,15924.59,18325.14,883150.43,2492278.23,1575838.78,130356.89,686677.76,66267.83,22167,,,41403.78,,2697.05,1320,31816.97
25-10-2013,1216915.28,1216902.94,12.34,355185.4,100.21,,42.47,317925.95,3278.91,15663.5,18174.34,893672.72,2465773.4,1574231.44,136636.5,679520.27,48052.33,,864.45,,44489.18,,2698.7,1320,26012.85
18-10-2013,1225952.38,1225941.31,11.07,351401.42,100.17,,42.46,314829.95,3208.83,15526.83,17693.18,884981.62,2462335.42,1554240.55,136636.5,694934.08,46563.9,,2148.47,,41711.13,30,2674.3,1320,28640.39
11-10-2013,1214225.11,1214214.03,11.08,348773.25,100.96,,42.47,312279.3,3164.05,15460.9,17725.57,871318.23,2434316.59,1539944.81,136636.5,679543.55,46268.56,,953.38,,42601.88,,2713.3,1320,30603.17
04-10-2013,1190880.54,1190870.22,10.33,348689.57,100.64,,42.45,312076.28,3237.29,15421.04,17811.86,875057.07,2414627.18,1536811.05,136636.5,662841.19,44811.69,,899.45,,41282.63,,2629.61,1320,32206.74
27-09-2013,1186278.98,1186268.77,10.21,364637.82,100.21,,42.45,327305.75,3200.56,15360.79,18628.05,891301.98,2442218.78,1538318,144626.2,686739,43861.76,,80.49,,41231.1,,2550.17,1320,27353.77
20-09-2013,1199249.51,1199241.11,8.4,357679.76,100.75,,42.49,320647.96,3201.9,15527.14,18159.52,901753.44,2458682.71,1557678.92,144626.2,678606.98,46026.68,,1159.96,,42228.2,,2638.52,1320,30423.93
13-09-2013,1206073.82,1206060.41,13.41,393747.08,100.93,,42.47,356362.45,3245.94,15445.72,18549.57,930911.5,2530732.4,1583759.47,144626.2,723967.91,45620.7,,179.83,,42800.35,,2640.52,1320,31438.12
06-09-2013,1196447.75,1196437.69,10.06,368116.35,100.88,,42.45,330510.79,3397.99,15436.54,18627.71,973734.38,2538298.48,1634341.71,144626.2,685719.13,39119.08,,,,36478.56,,2640.52,1320,33172.36
30-08-2013,1187526.72,1187515.84,10.88,365986.5,996.3,,42.45,326689.9,3341.66,15323.62,19592.56,961209.13,2514722.35,1653926.04,126795.38,665451.69,46118.46,,29,,43398.44,,2691.02,1320,21110.78
